GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
0022;01;C;01C031;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 1;0;11;3741,72;0;0;110,67;01/03/2021
5071;01;C;01C031;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 1;0;0;2806,29;0;0;0;01/03/2021
0023;01;C;01C032;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 2;0;19;6643,92;0;0;91,45;01/03/2021
5071;01;C;01C032;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 2;0;0;2806,29;0;0;0;01/03/2021
0024;01;C;01C033;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 3;0;64;11988,8;0;0;70,95;01/03/2021
5071;01;C;01C033;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 3;0;0;2806,29;0;0;0;01/03/2021
0025;01;C;01C034;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 4;12;124;16246,47;0;405,49;300,97;01/03/2021
5071;01;C;01C034;Craniotomies pour traumatisme, âge supérieur à 17 ans, niveau 4;0;0;2806,29;0;0;0;01/03/2021
0026;01;C;01C041;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 1;0;12;5865,75;0;0;135,8;01/03/2021
0065;01;C;01C041;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 1;0;12;12962,41;0;0;135,8;01/03/2021
5072;01;C;01C041;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 1;0;0;4399,31;0;0;0;01/03/2021
0027;01;C;01C042;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 2;0;20;9781,35;0;0;102,5;01/03/2021
0066;01;C;01C042;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 2;0;20;16878,01;0;0;102,5;01/03/2021
5072;01;C;01C042;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 2;0;0;4399,31;0;0;0;01/03/2021
0028;01;C;01C043;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 3;0;43;14122,78;0;0;70,51;01/03/2021
0067;01;C;01C043;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 3;0;43;21219,43;0;0;70,51;01/03/2021
5072;01;C;01C043;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 3;0;0;4399,31;0;0;0;01/03/2021
0029;01;C;01C044;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 4;12;105;18494,19;0;416,32;367,41;01/03/2021
0068;01;C;01C044;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 4;12;105;25590,84;0;416,32;508,39;01/03/2021
5072;01;C;01C044;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 4;0;0;4399,31;0;0;0;01/03/2021
0030;01;C;01C051;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 1;0;10;5016,61;0;0;150,31;01/03/2021
5073;01;C;01C051;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 1;0;0;3762,46;0;0;0;01/03/2021
0031;01;C;01C052;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 2;0;17;7833,1;0;0;123,97;01/03/2021
5073;01;C;01C052;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 2;0;0;3762,46;0;0;0;01/03/2021
0032;01;C;01C053;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 3;0;40;12551,07;0;0;81,55;01/03/2021
5073;01;C;01C053;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 3;0;0;3762,46;0;0;0;01/03/2021
0033;01;C;01C054;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 4;14;84;16139,2;0;265,79;380,69;01/03/2021
5073;01;C;01C054;Interventions sur le rachis et la moelle pour des affections neurologiques, niveau 4;0;0;3762,46;0;0;0;01/03/2021
0034;01;C;01C061;Interventions sur le système vasculaire précérébral, niveau 1;0;8;5131,27;0;0;143,94;01/03/2021
5074;01;C;01C061;Interventions sur le système vasculaire précérébral, niveau 1;0;0;3848,45;0;0;0;01/03/2021
0035;01;C;01C062;Interventions sur le système vasculaire précérébral, niveau 2;0;15;7013,95;0;0;129,11;01/03/2021
5074;01;C;01C062;Interventions sur le système vasculaire précérébral, niveau 2;0;0;3848,45;0;0;0;01/03/2021
0036;01;C;01C063;Interventions sur le système vasculaire précérébral, niveau 3;0;33;10285,21;0;0;106;01/03/2021
5074;01;C;01C063;Interventions sur le système vasculaire précérébral, niveau 3;0;0;3848,45;0;0;0;01/03/2021
0037;01;C;01C064;Interventions sur le système vasculaire précérébral, niveau 4;7;74;14631,61;0;1448,8;409,5;01/03/2021
5074;01;C;01C064;Interventions sur le système vasculaire précérébral, niveau 4;0;0;3848,45;0;0;0;01/03/2021
0038;01;C;01C081;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 1;0;5;2559,61;0;0;101,8;01/03/2021
5075;01;C;01C081;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 1;0;0;1919,71;0;0;0;01/03/2021
0039;01;C;01C082;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 2;0;14;5136,53;0;0;88,41;01/03/2021
5075;01;C;01C082;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 2;0;0;1919,71;0;0;0;01/03/2021
0040;01;C;01C083;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 3;0;60;9627,89;0;0;82,98;01/03/2021
5075;01;C;01C083;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 3;0;0;1919,71;0;0;0;01/03/2021
0041;01;C;01C084;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 4;14;138;16099,97;0;479,41;248,89;01/03/2021
5075;01;C;01C084;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 4;0;0;1919,71;0;0;0;01/03/2021
0042;01;C;01C08J;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, en ambulatoire;0;0;2559,61;0;0;0;01/03/2021
5075;01;C;01C08J;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, en ambulatoire;0;0;1919,71;0;0;0;01/03/2021
0043;01;C;01C091;Pose d'un stimulateur cérébral, niveau 1;0;17;7300,99;0;0;231,67;01/03/2021
5076;01;C;01C091;Pose d'un stimulateur cérébral, niveau 1;0;0;5475,74;0;0;0;01/03/2021
0044;01;C;01C092;Pose d'un stimulateur cérébral, niveau 2;0;39;12397,65;0;0;722,78;01/03/2021
5076;01;C;01C092;Pose d'un stimulateur cérébral, niveau 2;0;0;5475,74;0;0;0;01/03/2021
0045;01;C;01C093;Pose d'un stimulateur cérébral, niveau 3;0;0;19067,22;0;0;0;01/03/2021
5076;01;C;01C093;Pose d'un stimulateur cérébral, niveau 3;0;0;5475,74;0;0;0;01/03/2021
0046;01;C;01C094;Pose d'un stimulateur cérébral, niveau 4;0;0;24241,11;0;0;0;01/03/2021
5076;01;C;01C094;Pose d'un stimulateur cérébral, niveau 4;0;0;5475,74;0;0;0;01/03/2021
0047;01;C;01C101;Pose d'un stimulateur médullaire, niveau 1;0;6;2086,28;0;0;541,61;01/03/2021
5077;01;C;01C101;Pose d'un stimulateur médullaire, niveau 1;0;0;1564,71;0;0;0;01/03/2021
0048;01;C;01C102;Pose d'un stimulateur médullaire, niveau 2;0;10;4428,58;0;0;623,29;01/03/2021
5077;01;C;01C102;Pose d'un stimulateur médullaire, niveau 2;0;0;1564,71;0;0;0;01/03/2021
0049;01;C;01C103;Pose d'un stimulateur médullaire, niveau 3;0;0;9065,19;0;0;0;01/03/2021
5077;01;C;01C103;Pose d'un stimulateur médullaire, niveau 3;0;0;1564,71;0;0;0;01/03/2021
0050;01;C;01C104;Pose d'un stimulateur médullaire, niveau 4;0;0;11525,06;0;0;0;01/03/2021
5077;01;C;01C104;Pose d'un stimulateur médullaire, niveau 4;0;0;1564,71;0;0;0;01/03/2021
0073;01;C;01C10J;Pose d'un stimulateur médullaire, en ambulatoire;0;0;2086,28;0;0;0;01/03/2021
5077;01;C;01C10J;Pose d'un stimulateur médullaire, en ambulatoire;0;0;1564,71;0;0;0;01/03/2021
0051;01;C;01C111;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 1;0;10;7431,8;0;0;142,96;01/03/2021
5078;01;C;01C111;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 1;0;0;5573,85;0;0;0;01/03/2021
0052;01;C;01C112;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 2;0;13;10135,03;0;0;89,56;01/03/2021
5078;01;C;01C112;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 2;0;0;5573,85;0;0;0;01/03/2021
